palm_x,palm_y,palm_z,palm_normal_x,palm_normal_y,palm_normal_z,grab_strength,pinch_strength,finger_0_x,finger_0_y,finger_0_z,finger_1_x,finger_1_y,finger_1_z,finger_2_x,finger_2_y,finger_2_z,finger_3_x,finger_3_y,finger_3_z,finger_4_x,finger_4_y,finger_4_z,timestamp,hand_type,class_name
-238.6083116531372,117.48750305175781,-112.80747032165527,-0.5278266668319702,-0.8431050181388855,-0.10282472521066666,0.9730821251869202,0.48677197098731995,-0.918355813118878,0.24424049987832397,-0.25880411171734385,-0.9510635014261286,0.3546215814315743,-0.3336323183430809,-0.8809324113606425,0.3028379259608214,-0.36365818733265415,-0.8581530598769538,0.31149862062002803,-0.4144650429948116,-0.8331215198016305,0.3132423732225297,-0.4373181437901394,1759123841.5988665,1,C
-222.2162776440382,129.81863403320312,-130.70285415649414,-0.5420874357223511,-0.8336946368217468,-0.10533019155263901,1.0,0.4897405207157135,-0.8859999655942383,0.2966727955948503,-0.32991318224485916,-0.9086221126223002,0.4010693407947285,-0.4041098539448877,-0.8304090196225513,0.3510168995209785,-0.43267539377712744,-0.8115249373273603,0.36037618237551006,-0.4844892771493957,-0.7927279336017049,0.360355055326177,-0.5071543705459439,1759123842.6030784,1,C
-209.10294723510742,141.0967254638672,-141.6776885986328,-0.5617944598197937,-0.8104705214500427,-0.1659051477909088,1.0,0.6220472455024719,-0.8575994837885709,0.3494202203582039,-0.3755100558202127,-0.8553852086106227,0.43190152020953204,-0.454408582202474,-0.7815061357960206,0.3933634136431949,-0.4842658201031173,-0.7593609162091755,0.4036955050132088,-0.5301909198569814,-0.7433766538030534,0.4056470017007804,-0.5522204940264445,1759123843.6057434,1,C
-219.2934226989746,131.84901428222656,-133.54869079589844,-0.5722663402557373,-0.8120334148406982,-0.11451190710067749,0.9270769953727722,0.50841224193573,-0.871805608051206,0.30310670465834644,-0.3357618248156954,-0.9082324635375415,0.42694165227449155,-0.40747939219215956,-0.8238339224441177,0.3621434000339678,-0.43606172274366956,-0.8034528479637476,0.3670086853352294,-0.48922487180973445,-0.781628116636898,0.366960878760309,-0.5115863972287554,1759123844.615798,1,C
-219.758713722229,131.3794403076172,-135.64587783813477,-0.5551726222038269,-0.8206861615180969,-0.135120689868927,1.0,0.4948895275592804,-0.8763767149414651,0.30460250688571,-0.34746802038430574,-0.9053030116294754,0.41915519117584343,-0.4194374020019276,-0.8185897655077663,0.3585411448738346,-0.4487304795069087,-0.7992847232995766,0.365816719074706,-0.4999540375398788,-0.7814003866762057,0.36759723675594747,-0.5227153735160983,1759123845.6233695,1,C
-219.565767288208,128.18801879882812,-137.08522033691406,-0.5718251466751099,-0.8125044703483582,-0.11336875706911087,0.9246013760566711,0.5446149110794067,-0.8658544844280978,0.29315308276270485,-0.34288658694464397,-0.9037262089168749,0.4083332926076808,-0.4139539795782523,-0.8261761447361744,0.34972322738132766,-0.4417314139823657,-0.8054816392721645,0.35242844680349095,-0.4951578353304723,-0.7801184442079706,0.3527662340422543,-0.518344012796613,1759123846.6337192,1,C
-204.87939262390137,142.817138671875,-146.59383010864258,-0.5717328190803528,-0.8042779564857483,-0.16204504668712616,1.0,0.5092707276344299,-0.846839285400217,0.3443858400373461,-0.39182990194787376,-0.8497236040945588,0.44496008309646173,-0.4708365688093433,-0.7697376267003305,0.39826232675761575,-0.49888987274483004,-0.7485988661498427,0.40952498877577903,-0.544613736670214,-0.7309504488478729,0.41024041300481856,-0.567054928098439,1759123847.643287,1,C
-219.85661125183105,128.18270874023438,-136.70151901245117,-0.5605430603027344,-0.817737340927124,-0.13075581192970276,0.9082576036453247,0.47101378440856934,-0.8732962279172446,0.28440787031120307,-0.343524961864629,-0.9096943486310229,0.41113139337008453,-0.41883672181678944,-0.8248507453088784,0.34651163195581786,-0.44671124552970853,-0.8043118905238873,0.3516488975172557,-0.49763175875690796,-0.7788838140068038,0.35530939932640554,-0.5203378119663129,1759123848.6484506,1,C
-224.6034393310547,120.81463623046875,-134.45530319213867,-0.5884413123130798,-0.8055559992790222,-0.06940010190010071,0.8937946557998657,0.41303858160972595,-0.852747828029526,0.2442571036909979,-0.31706364660592545,-0.8966627732514835,0.37209610432871704,-0.3857163338710679,-0.8474890559029082,0.33303249746529995,-0.41334205660303003,-0.8250597077237166,0.3258589180432658,-0.46844145056874936,-0.7788528319601946,0.3167634738779151,-0.4900086949829105,1759123849.6541417,1,C
-230.0078353881836,111.40440368652344,-132.95630264282227,-0.5890440940856934,-0.8073428869247437,-0.03499259427189827,0.8833499550819397,0.44027507305145264,-0.8511891841953216,0.22205056721169925,-0.30572297465231196,-0.9007054432683336,0.33670787785593126,-0.3694713166624921,-0.8646496270301175,0.3070168853331109,-0.3976451365187736,-0.8402392106034193,0.2942554631472383,-0.45426863669928097,-0.7895702300328197,0.27917908470995567,-0.4756326784361514,1759123850.6589258,1,C
-233.50490188598633,106.20658874511719,-132.39431762695312,-0.5516431331634521,-0.8300158381462097,-0.0822412297129631,0.8323521018028259,0.5964633226394653,-0.8878472460178148,0.2179384495525962,-0.31852951043501715,-0.936971758099808,0.3252195841314609,-0.3848799438339219,-0.8681048445817415,0.27758034924367553,-0.41151321792558465,-0.8470835375110968,0.27549444209413726,-0.46649911723592574,-0.8152051860356022,0.27103062847178633,-0.4907982995805854,1759123851.664274,1,C
-222.4153139591217,120.26815795898438,-140.91252899169922,-0.5280672907829285,-0.8382650017738342,-0.1358555108308792,1.0,0.6214308142662048,-0.8900533737206354,0.2728532882895357,-0.3714138335849514,-0.9058062424523184,0.35978277198812436,-0.4434412913333231,-0.8225217137148977,0.3180356137754729,-0.471499076179335,-0.8040990554826805,0.3283574252696549,-0.5222974605161887,-0.7900535575474087,0.32964486053976483,-0.5458050263009016,1759123852.6655304,1,C
